,ID,Pred
2735,"['2016', '3163', '3335']",1.0
2736,"['2016', '3163', '3343']",0.0
2737,"['2016', '3163', '3345']",1.0
2738,"['2016', '3163', '3352']",1.0
2739,"['2016', '3163', '3355']",0.0
2740,"['2016', '3163', '3362']",0.0
2741,"['2016', '3163', '3371']",1.0
2742,"['2016', '3163', '3376']",0.8888888888888888
2743,"['2016', '3163', '3378']",1.0
2744,"['2016', '3163', '3382']",1.0
2745,"['2016', '3163', '3385']",0.9565217391304348
2746,"['2016', '3163', '3390']",0.7142857142857143
2747,"['2016', '3163', '3393']",1.0
2748,"['2016', '3163', '3397']",0.5882352941176471
2749,"['2016', '3163', '3400']",1.0
2750,"['2016', '3163', '3401']",1.0
2751,"['2016', '3163', '3407']",0.0
2752,"['2016', '3163', '3417']",1.0
2753,"['2016', '3163', '3421']",0.0
2754,"['2016', '3163', '3449']",1.0
2755,"['2016', '3163', '3452']",1.0
2756,"['2016', '3163', '3453']",1.0
2757,"['2016', '3177', '3182']",0.3333333333333333
2758,"['2016', '3177', '3196']",1.0
2759,"['2016', '3177', '3199']",1.0
2760,"['2016', '3177', '3203']",0.6666666666666666
2761,"['2016', '3177', '3208']",0.0
2762,"['2016', '3177', '3218']",0.5
2763,"['2016', '3177', '3225']",0.0
2764,"['2016', '3177', '3231']",1.0
2765,"['2016', '3177', '3233']",0.0
2766,"['2016', '3177', '3239']",0.0
2767,"['2016', '3177', '3241']",1.0
2768,"['2016', '3177', '3243']",1.0
2769,"['2016', '3177', '3246']",0.0
2770,"['2016', '3177', '3257']",0.56
2771,"['2016', '3177', '3268']",0.0
2772,"['2016', '3177', '3274']",1.0
2773,"['2016', '3177', '3277']",0.0
2774,"['2016', '3177', '3280']",0.0
2775,"['2016', '3177', '3281']",0.0
2776,"['2016', '3177', '3283']",0.8333333333333334
2777,"['2016', '3177', '3292']",0.0
2778,"['2016', '3177', '3299']",0.0
2779,"['2016', '3177', '3308']",0.0
2780,"['2016', '3177', '3323']",0.28
2781,"['2016', '3177', '3326']",0.0
2782,"['2016', '3177', '3328']",0.8
2783,"['2016', '3177', '3329']",0.0
2784,"['2016', '3177', '3333']",0.0
2785,"['2016', '3177', '3335']",0.0
2786,"['2016', '3177', '3343']",1.0
2787,"['2016', '3177', '3345']",0.2
2788,"['2016', '3177', '3352']",0.0
2789,"['2016', '3177', '3355']",0.5
2790,"['2016', '3177', '3362']",1.0
2791,"['2016', '3177', '3371']",0.8148148148148148
2792,"['2016', '3177', '3376']",0.0
2793,"['2016', '3177', '3378']",0.6111111111111112
2794,"['2016', '3177', '3382']",1.0
2795,"['2016', '3177', '3385']",0.8076923076923077
2796,"['2016', '3177', '3390']",0.5
2797,"['2016', '3177', '3393']",0.6
2798,"['2016', '3177', '3397']",0.0
2799,"['2016', '3177', '3400']",0.0
2800,"['2016', '3177', '3401']",0.4
2801,"['2016', '3177', '3407']",0.0
2802,"['2016', '3177', '3417']",0.0
2803,"['2016', '3177', '3421']",0.0
2804,"['2016', '3177', '3449']",1.0
2805,"['2016', '3177', '3452']",0.5555555555555556
2806,"['2016', '3177', '3453']",0.8333333333333334
2807,"['2016', '3182', '3196']",0.0
2808,"['2016', '3182', '3199']",1.0
2809,"['2016', '3182', '3203']",0.275
2810,"['2016', '3182', '3208']",0.0
2811,"['2016', '3182', '3218']",0.0
2812,"['2016', '3182', '3225']",0.0
2813,"['2016', '3182', '3231']",0.0
2814,"['2016', '3182', '3233']",1.0
2815,"['2016', '3182', '3239']",0.0
2816,"['2016', '3182', '3241']",0.5
2817,"['2016', '3182', '3243']",0.0
2818,"['2016', '3182', '3246']",0.0
2819,"['2016', '3182', '3257']",0.0
2820,"['2016', '3182', '3268']",0.0
2821,"['2016', '3182', '3274']",0.0
2822,"['2016', '3182', '3277']",0.0
2823,"['2016', '3182', '3280']",0.0
2824,"['2016', '3182', '3281']",0.0
2825,"['2016', '3182', '3283']",0.0
2826,"['2016', '3182', '3292']",0.0
2827,"['2016', '3182', '3299']",1.0
2828,"['2016', '3182', '3308']",0.0
2829,"['2016', '3182', '3323']",0.0
2830,"['2016', '3182', '3326']",0.25
2831,"['2016', '3182', '3328']",0.0
2832,"['2016', '3182', '3329']",0.0
2833,"['2016', '3182', '3333']",0.0
2834,"['2016', '3182', '3335']",1.0
2835,"['2016', '3182', '3343']",0.25
2836,"['2016', '3182', '3345']",0.0
2837,"['2016', '3182', '3352']",0.7222222222222222
2838,"['2016', '3182', '3355']",0.0
2839,"['2016', '3182', '3362']",0.0
2840,"['2016', '3182', '3371']",1.0
2841,"['2016', '3182', '3376']",0.5
2842,"['2016', '3182', '3378']",0.0
2843,"['2016', '3182', '3382']",0.7073170731707317
2844,"['2016', '3182', '3385']",1.0
2845,"['2016', '3182', '3390']",0.0
2846,"['2016', '3182', '3393']",0.0
2847,"['2016', '3182', '3397']",0.0
2848,"['2016', '3182', '3400']",0.0
2849,"['2016', '3182', '3401']",0.0
2850,"['2016', '3182', '3407']",0.0
2851,"['2016', '3182', '3417']",0.0
2852,"['2016', '3182', '3421']",0.0
2853,"['2016', '3182', '3449']",0.0
2854,"['2016', '3182', '3452']",0.14285714285714285
2855,"['2016', '3182', '3453']",0.0
2856,"['2016', '3196', '3199']",0.48
2857,"['2016', '3196', '3203']",0.6666666666666666
2858,"['2016', '3196', '3208']",0.2553191489361702
2859,"['2016', '3196', '3218']",0.0
2860,"['2016', '3196', '3225']",0.0
2861,"['2016', '3196', '3231']",0.25
2862,"['2016', '3196', '3233']",0.0
2863,"['2016', '3196', '3239']",0.8
2864,"['2016', '3196', '3241']",0.0
2865,"['2016', '3196', '3243']",0.0
2866,"['2016', '3196', '3246']",0.4117647058823529
2867,"['2016', '3196', '3257']",0.0
2868,"['2016', '3196', '3268']",0.0
2869,"['2016', '3196', '3274']",0.8
2870,"['2016', '3196', '3277']",0.0
2871,"['2016', '3196', '3280']",0.5161290322580645
2872,"['2016', '3196', '3281']",0.2
2873,"['2016', '3196', '3283']",0.0
2874,"['2016', '3196', '3292']",0.0
2875,"['2016', '3196', '3299']",1.0
2876,"['2016', '3196', '3308']",0.0
2877,"['2016', '3196', '3323']",0.0
2878,"['2016', '3196', '3326']",0.3333333333333333
2879,"['2016', '3196', '3328']",1.0
2880,"['2016', '3196', '3329']",0.0
2881,"['2016', '3196', '3333']",0.6666666666666666
2882,"['2016', '3196', '3335']",0.0
2883,"['2016', '3196', '3343']",0.0
2884,"['2016', '3196', '3345']",0.0
2885,"['2016', '3196', '3352']",1.0
2886,"['2016', '3196', '3355']",0.0
2887,"['2016', '3196', '3362']",1.0
2888,"['2016', '3196', '3371']",1.0
2889,"['2016', '3196', '3376']",0.45161290322580644
2890,"['2016', '3196', '3378']",1.0
2891,"['2016', '3196', '3382']",0.0
2892,"['2016', '3196', '3385']",0.3333333333333333
2893,"['2016', '3196', '3390']",0.0
2894,"['2016', '3196', '3393']",0.0
2895,"['2016', '3196', '3397']",0.08823529411764706
2896,"['2016', '3196', '3400']",1.0
2897,"['2016', '3196', '3401']",0.1
2898,"['2016', '3196', '3407']",1.0
2899,"['2016', '3196', '3417']",0.0
2900,"['2016', '3196', '3421']",0.0
2901,"['2016', '3196', '3449']",0.0
2902,"['2016', '3196', '3452']",1.0
2903,"['2016', '3196', '3453']",1.0
2904,"['2016', '3199', '3203']",0.0
2905,"['2016', '3199', '3208']",0.0
2906,"['2016', '3199', '3218']",1.0
2907,"['2016', '3199', '3225']",0.0
2908,"['2016', '3199', '3231']",1.0
2909,"['2016', '3199', '3233']",0.0
2910,"['2016', '3199', '3239']",1.0
2911,"['2016', '3199', '3241']",1.0
2912,"['2016', '3199', '3243']",0.0
2913,"['2016', '3199', '3246']",0.0
2914,"['2016', '3199', '3257']",0.6363636363636364
2915,"['2016', '3199', '3268']",0.48148148148148145
2916,"['2016', '3199', '3274']",0.7567567567567568
2917,"['2016', '3199', '3277']",0.6666666666666666
2918,"['2016', '3199', '3280']",0.6666666666666666
2919,"['2016', '3199', '3281']",1.0
2920,"['2016', '3199', '3283']",0.0
2921,"['2016', '3199', '3292']",1.0
2922,"['2016', '3199', '3299']",1.0
2923,"['2016', '3199', '3308']",0.0
2924,"['2016', '3199', '3323']",0.0
2925,"['2016', '3199', '3326']",0.5
2926,"['2016', '3199', '3328']",0.0
2927,"['2016', '3199', '3329']",0.0
2928,"['2016', '3199', '3333']",1.0
2929,"['2016', '3199', '3335']",0.0
2930,"['2016', '3199', '3343']",1.0
2931,"['2016', '3199', '3345']",1.0
2932,"['2016', '3199', '3352']",0.0
2933,"['2016', '3199', '3355']",0.0
2934,"['2016', '3199', '3362']",0.0
2935,"['2016', '3199', '3371']",0.0
2936,"['2016', '3199', '3376']",0.0
2937,"['2016', '3199', '3378']",0.8
2938,"['2016', '3199', '3382']",0.0
2939,"['2016', '3199', '3385']",1.0
2940,"['2016', '3199', '3390']",0.3333333333333333
2941,"['2016', '3199', '3393']",0.42857142857142855
2942,"['2016', '3199', '3397']",0.0
2943,"['2016', '3199', '3400']",0.0
2944,"['2016', '3199', '3401']",0.75
2945,"['2016', '3199', '3407']",1.0
2946,"['2016', '3199', '3417']",0.0
2947,"['2016', '3199', '3421']",1.0
2948,"['2016', '3199', '3449']",0.0
2949,"['2016', '3199', '3452']",0.0
2950,"['2016', '3199', '3453']",0.0
2951,"['2016', '3203', '3208']",0.6666666666666666
2952,"['2016', '3203', '3218']",0.0
2953,"['2016', '3203', '3225']",0.0
2954,"['2016', '3203', '3231']",0.0
2955,"['2016', '3203', '3233']",0.5
2956,"['2016', '3203', '3239']",0.0
2957,"['2016', '3203', '3241']",0.25
2958,"['2016', '3203', '3243']",0.0
2959,"['2016', '3203', '3246']",0.5
2960,"['2016', '3203', '3257']",0.0
2961,"['2016', '3203', '3268']",0.0
2962,"['2016', '3203', '3274']",0.0
2963,"['2016', '3203', '3277']",0.0
2964,"['2016', '3203', '3280']",0.0
2965,"['2016', '3203', '3281']",0.0
2966,"['2016', '3203', '3283']",0.0
2967,"['2016', '3203', '3292']",0.0
2968,"['2016', '3203', '3299']",0.5
2969,"['2016', '3203', '3308']",0.0
2970,"['2016', '3203', '3323']",0.0
2971,"['2016', '3203', '3326']",0.0
2972,"['2016', '3203', '3328']",1.0
2973,"['2016', '3203', '3329']",1.0
2974,"['2016', '3203', '3333']",0.0
2975,"['2016', '3203', '3335']",0.0
2976,"['2016', '3203', '3343']",0.6666666666666666
2977,"['2016', '3203', '3345']",1.0
2978,"['2016', '3203', '3352']",0.0
2979,"['2016', '3203', '3355']",0.3333333333333333
2980,"['2016', '3203', '3362']",0.0
2981,"['2016', '3203', '3371']",0.6666666666666666
2982,"['2016', '3203', '3376']",0.0
2983,"['2016', '3203', '3378']",0.0
2984,"['2016', '3203', '3382']",0.6956521739130435
2985,"['2016', '3203', '3385']",0.0
2986,"['2016', '3203', '3390']",0.0
2987,"['2016', '3203', '3393']",0.5
2988,"['2016', '3203', '3397']",0.0
2989,"['2016', '3203', '3400']",0.0
2990,"['2016', '3203', '3401']",0.6666666666666666
2991,"['2016', '3203', '3407']",1.0
2992,"['2016', '3203', '3417']",1.0
2993,"['2016', '3203', '3421']",0.0
2994,"['2016', '3203', '3449']",0.0
2995,"['2016', '3203', '3452']",0.0
2996,"['2016', '3203', '3453']",0.0
2997,"['2016', '3208', '3218']",0.0
2998,"['2016', '3208', '3225']",1.0
2999,"['2016', '3208', '3231']",0.5
3000,"['2016', '3208', '3233']",1.0
3001,"['2016', '3208', '3239']",0.0
3002,"['2016', '3208', '3241']",0.0
3003,"['2016', '3208', '3243']",0.0
3004,"['2016', '3208', '3246']",0.6176470588235294
3005,"['2016', '3208', '3257']",0.0
3006,"['2016', '3208', '3268']",0.0
3007,"['2016', '3208', '3274']",1.0
3008,"['2016', '3208', '3277']",0.5
3009,"['2016', '3208', '3280']",0.4838709677419355
3010,"['2016', '3208', '3281']",0.5
3011,"['2016', '3208', '3283']",0.0
3012,"['2016', '3208', '3292']",0.8333333333333334
3013,"['2016', '3208', '3299']",1.0
3014,"['2016', '3208', '3308']",0.0
3015,"['2016', '3208', '3323']",0.0
3016,"['2016', '3208', '3326']",1.0
3017,"['2016', '3208', '3328']",0.8
3018,"['2016', '3208', '3329']",0.5
3019,"['2016', '3208', '3333']",0.0
3020,"['2016', '3208', '3335']",0.0
3021,"['2016', '3208', '3343']",0.0
3022,"['2016', '3208', '3345']",0.5
3023,"['2016', '3208', '3352']",0.0
3024,"['2016', '3208', '3355']",0.0
3025,"['2016', '3208', '3362']",0.0
3026,"['2016', '3208', '3371']",0.5
3027,"['2016', '3208', '3376']",0.5142857142857142
3028,"['2016', '3208', '3378']",0.6666666666666666
3029,"['2016', '3208', '3382']",1.0
3030,"['2016', '3208', '3385']",0.0
3031,"['2016', '3208', '3390']",0.6
3032,"['2016', '3208', '3393']",0.0
3033,"['2016', '3208', '3397']",0.14285714285714285
3034,"['2016', '3208', '3400']",0.5
3035,"['2016', '3208', '3401']",0.2727272727272727
3036,"['2016', '3208', '3407']",0.0
3037,"['2016', '3208', '3417']",0.4
3038,"['2016', '3208', '3421']",0.0
3039,"['2016', '3208', '3449']",0.0
3040,"['2016', '3208', '3452']",0.0
3041,"['2016', '3208', '3453']",0.0
3042,"['2016', '3218', '3225']",0.5625
3043,"['2016', '3218', '3231']",1.0
3044,"['2016', '3218', '3233']",0.0
3045,"['2016', '3218', '3239']",0.0
3046,"['2016', '3218', '3241']",1.0
3047,"['2016', '3218', '3243']",1.0
3048,"['2016', '3218', '3246']",0.5
3049,"['2016', '3218', '3257']",0.0
3050,"['2016', '3218', '3268']",0.0
3051,"['2016', '3218', '3274']",0.0
3052,"['2016', '3218', '3277']",1.0
3053,"['2016', '3218', '3280']",0.0
3054,"['2016', '3218', '3281']",0.0
3055,"['2016', '3218', '3283']",0.0
3056,"['2016', '3218', '3292']",0.0
3057,"['2016', '3218', '3299']",0.0
3058,"['2016', '3218', '3308']",0.4117647058823529
3059,"['2016', '3218', '3323']",0.0
3060,"['2016', '3218', '3326']",1.0
3061,"['2016', '3218', '3328']",0.0
3062,"['2016', '3218', '3329']",0.5
3063,"['2016', '3218', '3333']",0.4
3064,"['2016', '3218', '3335']",0.0
3065,"['2016', '3218', '3343']",1.0
3066,"['2016', '3218', '3345']",0.0
3067,"['2016', '3218', '3352']",0.0
3068,"['2016', '3218', '3355']",0.0
3069,"['2016', '3218', '3362']",0.75
3070,"['2016', '3218', '3371']",0.0
3071,"['2016', '3218', '3376']",0.0
3072,"['2016', '3218', '3378']",0.0
3073,"['2016', '3218', '3382']",1.0
3074,"['2016', '3218', '3385']",0.0
3075,"['2016', '3218', '3390']",0.0
3076,"['2016', '3218', '3393']",1.0
3077,"['2016', '3218', '3397']",0.0
3078,"['2016', '3218', '3400']",0.6666666666666666
3079,"['2016', '3218', '3401']",0.3333333333333333
3080,"['2016', '3218', '3407']",0.0
3081,"['2016', '3218', '3417']",0.2
3082,"['2016', '3218', '3421']",0.0
3083,"['2016', '3218', '3449']",1.0
3084,"['2016', '3218', '3452']",0.0
3085,"['2016', '3218', '3453']",0.0
3086,"['2016', '3225', '3231']",0.0
3087,"['2016', '3225', '3233']",0.0
3088,"['2016', '3225', '3239']",0.0
3089,"['2016', '3225', '3241']",0.0
3090,"['2016', '3225', '3243']",0.0
3091,"['2016', '3225', '3246']",0.0
3092,"['2016', '3225', '3257']",0.0
3093,"['2016', '3225', '3268']",0.0
3094,"['2016', '3225', '3274']",0.0
3095,"['2016', '3225', '3277']",0.0
3096,"['2016', '3225', '3280']",0.0
3097,"['2016', '3225', '3281']",0.0
3098,"['2016', '3225', '3283']",0.0
3099,"['2016', '3225', '3292']",0.0
3100,"['2016', '3225', '3299']",0.0
3101,"['2016', '3225', '3308']",0.7307692307692307
3102,"['2016', '3225', '3323']",0.0
3103,"['2016', '3225', '3326']",0.0
3104,"['2016', '3225', '3328']",0.0
3105,"['2016', '3225', '3329']",0.0
3106,"['2016', '3225', '3333']",0.25
3107,"['2016', '3225', '3335']",0.0
3108,"['2016', '3225', '3343']",1.0
3109,"['2016', '3225', '3345']",0.0
3110,"['2016', '3225', '3352']",0.0
3111,"['2016', '3225', '3355']",0.0
3112,"['2016', '3225', '3362']",0.6666666666666666
3113,"['2016', '3225', '3371']",0.0
3114,"['2016', '3225', '3376']",0.0
3115,"['2016', '3225', '3378']",0.0
3116,"['2016', '3225', '3382']",0.0
3117,"['2016', '3225', '3385']",0.0
3118,"['2016', '3225', '3390']",0.0
3119,"['2016', '3225', '3393']",0.0
3120,"['2016', '3225', '3397']",0.0
3121,"['2016', '3225', '3400']",0.0
3122,"['2016', '3225', '3401']",0.0
3123,"['2016', '3225', '3407']",0.0
3124,"['2016', '3225', '3417']",0.0
3125,"['2016', '3225', '3421']",0.0
3126,"['2016', '3225', '3449']",0.0
3127,"['2016', '3225', '3452']",0.0
3128,"['2016', '3225', '3453']",0.0
3129,"['2016', '3231', '3233']",0.0
3130,"['2016', '3231', '3239']",0.0
3131,"['2016', '3231', '3241']",0.0
3132,"['2016', '3231', '3243']",0.0
3133,"['2016', '3231', '3246']",1.0
3134,"['2016', '3231', '3257']",0.3333333333333333
3135,"['2016', '3231', '3268']",0.0
3136,"['2016', '3231', '3274']",0.5
3137,"['2016', '3231', '3277']",0.375
3138,"['2016', '3231', '3280']",0.0
3139,"['2016', '3231', '3281']",0.3333333333333333
3140,"['2016', '3231', '3283']",1.0
3141,"['2016', '3231', '3292']",0.5
3142,"['2016', '3231', '3299']",0.0
3143,"['2016', '3231', '3308']",1.0
3144,"['2016', '3231', '3323']",0.3333333333333333
3145,"['2016', '3231', '3326']",0.21621621621621623
3146,"['2016', '3231', '3328']",0.0
3147,"['2016', '3231', '3329']",0.0
3148,"['2016', '3231', '3333']",0.0
3149,"['2016', '3231', '3335']",0.0
3150,"['2016', '3231', '3343']",0.0
3151,"['2016', '3231', '3345']",0.2826086956521739
3152,"['2016', '3231', '3352']",0.0
3153,"['2016', '3231', '3355']",0.0
3154,"['2016', '3231', '3362']",0.0
3155,"['2016', '3231', '3371']",0.0
3156,"['2016', '3231', '3376']",0.6666666666666666
3157,"['2016', '3231', '3378']",1.0
3158,"['2016', '3231', '3382']",0.3333333333333333
3159,"['2016', '3231', '3385']",0.0
3160,"['2016', '3231', '3390']",0.0
3161,"['2016', '3231', '3393']",0.0
3162,"['2016', '3231', '3397']",0.0
3163,"['2016', '3231', '3400']",1.0
3164,"['2016', '3231', '3401']",0.0
3165,"['2016', '3231', '3407']",0.0
3166,"['2016', '3231', '3417']",0.5
3167,"['2016', '3231', '3421']",0.0
3168,"['2016', '3231', '3449']",0.5
3169,"['2016', '3231', '3452']",0.6666666666666666
3170,"['2016', '3231', '3453']",1.0
3171,"['2016', '3233', '3239']",0.0
3172,"['2016', '3233', '3241']",0.0
3173,"['2016', '3233', '3243']",0.0
3174,"['2016', '3233', '3246']",0.0
3175,"['2016', '3233', '3257']",0.0
3176,"['2016', '3233', '3268']",0.0
3177,"['2016', '3233', '3274']",0.0
3178,"['2016', '3233', '3277']",0.0
3179,"['2016', '3233', '3280']",0.0
3180,"['2016', '3233', '3281']",0.0
3181,"['2016', '3233', '3283']",0.0
3182,"['2016', '3233', '3292']",0.0
3183,"['2016', '3233', '3299']",0.5
3184,"['2016', '3233', '3308']",0.0
3185,"['2016', '3233', '3323']",0.0
3186,"['2016', '3233', '3326']",0.0
3187,"['2016', '3233', '3328']",0.0
3188,"['2016', '3233', '3329']",0.0
3189,"['2016', '3233', '3333']",0.0
3190,"['2016', '3233', '3335']",0.0
3191,"['2016', '3233', '3343']",0.0
3192,"['2016', '3233', '3345']",0.0
3193,"['2016', '3233', '3352']",0.0
3194,"['2016', '3233', '3355']",0.0
3195,"['2016', '3233', '3362']",0.5
3196,"['2016', '3233', '3371']",0.0
3197,"['2016', '3233', '3376']",0.0
3198,"['2016', '3233', '3378']",0.0
3199,"['2016', '3233', '3382']",0.0
3200,"['2016', '3233', '3385']",0.25
3201,"['2016', '3233', '3390']",0.0
3202,"['2016', '3233', '3393']",0.0
3203,"['2016', '3233', '3397']",0.0
3204,"['2016', '3233', '3400']",0.0
3205,"['2016', '3233', '3401']",0.0
3206,"['2016', '3233', '3407']",0.0
3207,"['2016', '3233', '3417']",0.0
3208,"['2016', '3233', '3421']",0.0
3209,"['2016', '3233', '3449']",0.0
3210,"['2016', '3233', '3452']",1.0
3211,"['2016', '3233', '3453']",0.0
3212,"['2016', '3239', '3241']",0.0
3213,"['2016', '3239', '3243']",0.0
3214,"['2016', '3239', '3246']",0.0
3215,"['2016', '3239', '3257']",0.0
3216,"['2016', '3239', '3268']",0.0
3217,"['2016', '3239', '3274']",0.5
3218,"['2016', '3239', '3277']",0.0
3219,"['2016', '3239', '3280']",0.0
3220,"['2016', '3239', '3281']",0.0
3221,"['2016', '3239', '3283']",0.0
3222,"['2016', '3239', '3292']",0.0
3223,"['2016', '3239', '3299']",0.0
3224,"['2016', '3239', '3308']",0.0
3225,"['2016', '3239', '3323']",0.0
3226,"['2016', '3239', '3326']",0.0
3227,"['2016', '3239', '3328']",0.0
3228,"['2016', '3239', '3329']",0.0
3229,"['2016', '3239', '3333']",0.0
3230,"['2016', '3239', '3335']",0.0
3231,"['2016', '3239', '3343']",0.0
3232,"['2016', '3239', '3345']",0.0
3233,"['2016', '3239', '3352']",0.0
3234,"['2016', '3239', '3355']",0.0
3235,"['2016', '3239', '3362']",0.0
3236,"['2016', '3239', '3371']",0.0
3237,"['2016', '3239', '3376']",0.0
3238,"['2016', '3239', '3378']",0.0
3239,"['2016', '3239', '3382']",0.0
3240,"['2016', '3239', '3385']",0.0
3241,"['2016', '3239', '3390']",0.0
3242,"['2016', '3239', '3393']",0.0
3243,"['2016', '3239', '3397']",0.0
3244,"['2016', '3239', '3400']",0.0
3245,"['2016', '3239', '3401']",0.0
3246,"['2016', '3239', '3407']",0.4
3247,"['2016', '3239', '3417']",0.0
3248,"['2016', '3239', '3421']",0.0
3249,"['2016', '3239', '3449']",0.0
3250,"['2016', '3239', '3452']",0.0
3251,"['2016', '3239', '3453']",0.0
3252,"['2016', '3241', '3243']",0.0
3253,"['2016', '3241', '3246']",0.0
3254,"['2016', '3241', '3257']",0.0
3255,"['2016', '3241', '3268']",0.0
3256,"['2016', '3241', '3274']",0.0
3257,"['2016', '3241', '3277']",0.0
3258,"['2016', '3241', '3280']",0.0
3259,"['2016', '3241', '3281']",0.0
3260,"['2016', '3241', '3283']",0.0
3261,"['2016', '3241', '3292']",0.5
3262,"['2016', '3241', '3299']",0.0
3263,"['2016', '3241', '3308']",0.0
3264,"['2016', '3241', '3323']",0.0
3265,"['2016', '3241', '3326']",0.0
3266,"['2016', '3241', '3328']",0.0
3267,"['2016', '3241', '3329']",0.0
3268,"['2016', '3241', '3333']",0.0
3269,"['2016', '3241', '3335']",0.0
3270,"['2016', '3241', '3343']",0.0
3271,"['2016', '3241', '3345']",0.0
3272,"['2016', '3241', '3352']",1.0
3273,"['2016', '3241', '3355']",0.0
3274,"['2016', '3241', '3362']",0.0
3275,"['2016', '3241', '3371']",0.0
3276,"['2016', '3241', '3376']",0.0
3277,"['2016', '3241', '3378']",0.0
3278,"['2016', '3241', '3382']",0.5
3279,"['2016', '3241', '3385']",0.6
3280,"['2016', '3241', '3390']",0.0
3281,"['2016', '3241', '3393']",0.0
3282,"['2016', '3241', '3397']",0.0
3283,"['2016', '3241', '3400']",0.0
3284,"['2016', '3241', '3401']",0.0
3285,"['2016', '3241', '3407']",0.0
3286,"['2016', '3241', '3417']",0.6666666666666666
3287,"['2016', '3241', '3421']",0.0
3288,"['2016', '3241', '3449']",0.0
3289,"['2016', '3241', '3452']",0.5
3290,"['2016', '3241', '3453']",1.0
3291,"['2016', '3243', '3246']",0.0
3292,"['2016', '3243', '3257']",0.0
3293,"['2016', '3243', '3268']",0.0
3294,"['2016', '3243', '3274']",0.0
3295,"['2016', '3243', '3277']",0.0
3296,"['2016', '3243', '3280']",0.0
3297,"['2016', '3243', '3281']",0.65625
3298,"['2016', '3243', '3283']",1.0
3299,"['2016', '3243', '3292']",0.6666666666666666
3300,"['2016', '3243', '3299']",0.0
3301,"['2016', '3243', '3308']",0.0
3302,"['2016', '3243', '3323']",0.0
3303,"['2016', '3243', '3326']",0.5
3304,"['2016', '3243', '3328']",0.2647058823529412
3305,"['2016', '3243', '3329']",0.5757575757575758
3306,"['2016', '3243', '3333']",1.0
3307,"['2016', '3243', '3335']",0.0
3308,"['2016', '3243', '3343']",1.0
3309,"['2016', '3243', '3345']",0.0
3310,"['2016', '3243', '3352']",0.0
3311,"['2016', '3243', '3355']",1.0
3312,"['2016', '3243', '3362']",0.0
3313,"['2016', '3243', '3371']",0.0
3314,"['2016', '3243', '3376']",0.0
3315,"['2016', '3243', '3378']",1.0
3316,"['2016', '3243', '3382']",0.0
3317,"['2016', '3243', '3385']",1.0
3318,"['2016', '3243', '3390']",0.0
3319,"['2016', '3243', '3393']",0.0
3320,"['2016', '3243', '3397']",0.0
3321,"['2016', '3243', '3400']",0.45714285714285713
3322,"['2016', '3243', '3401']",0.5555555555555556
3323,"['2016', '3243', '3407']",0.0
3324,"['2016', '3243', '3417']",0.0
3325,"['2016', '3243', '3421']",0.0
3326,"['2016', '3243', '3449']",1.0
3327,"['2016', '3243', '3452']",0.3333333333333333
3328,"['2016', '3243', '3453']",0.8
3329,"['2016', '3246', '3257']",0.4583333333333333
3330,"['2016', '3246', '3268']",0.0
3331,"['2016', '3246', '3274']",0.5
3332,"['2016', '3246', '3277']",0.3333333333333333
3333,"['2016', '3246', '3280']",0.48484848484848486
3334,"['2016', '3246', '3281']",0.6363636363636364
3335,"['2016', '3246', '3283']",0.0
3336,"['2016', '3246', '3292']",0.7272727272727273
3337,"['2016', '3246', '3299']",1.0
3338,"['2016', '3246', '3308']",0.0
3339,"['2016', '3246', '3323']",0.5
3340,"['2016', '3246', '3326']",0.5
3341,"['2016', '3246', '3328']",0.75
3342,"['2016', '3246', '3329']",0.0
3343,"['2016', '3246', '3333']",1.0
3344,"['2016', '3246', '3335']",0.0
3345,"['2016', '3246', '3343']",1.0
3346,"['2016', '3246', '3345']",0.0
3347,"['2016', '3246', '3352']",0.0
3348,"['2016', '3246', '3355']",0.0
3349,"['2016', '3246', '3362']",0.0
3350,"['2016', '3246', '3371']",0.0
3351,"['2016', '3246', '3376']",0.4489795918367347
3352,"['2016', '3246', '3378']",1.0
3353,"['2016', '3246', '3382']",0.0
3354,"['2016', '3246', '3385']",0.0
3355,"['2016', '3246', '3390']",0.0
3356,"['2016', '3246', '3393']",1.0
3357,"['2016', '3246', '3397']",0.2647058823529412
3358,"['2016', '3246', '3400']",0.0
3359,"['2016', '3246', '3401']",0.45454545454545453
3360,"['2016', '3246', '3407']",0.0
3361,"['2016', '3246', '3417']",0.3333333333333333
3362,"['2016', '3246', '3421']",1.0
3363,"['2016', '3246', '3449']",0.0
3364,"['2016', '3246', '3452']",0.0
3365,"['2016', '3246', '3453']",1.0
3366,"['2016', '3257', '3268']",0.25
3367,"['2016', '3257', '3274']",0.8333333333333334
3368,"['2016', '3257', '3277']",1.0
3369,"['2016', '3257', '3280']",0.0
3370,"['2016', '3257', '3281']",0.0
3371,"['2016', '3257', '3283']",1.0
3372,"['2016', '3257', '3292']",0.8333333333333334
3373,"['2016', '3257', '3299']",0.0
3374,"['2016', '3257', '3308']",0.0
3375,"['2016', '3257', '3323']",0.2857142857142857
3376,"['2016', '3257', '3326']",0.6666666666666666
3377,"['2016', '3257', '3328']",1.0
3378,"['2016', '3257', '3329']",1.0
3379,"['2016', '3257', '3333']",1.0
3380,"['2016', '3257', '3335']",0.0
3381,"['2016', '3257', '3343']",1.0
